name,n,wr,avg,pf,comp,mdd
P23_sweet|b35|rk_score|noTP,71,29.577464788732396,-0.739049295774648,0.5850834854173322,-44.14582488167738,-45.55677548812708
P28_mild_r1|b0|rk_score|tp3,106,38.679245283018865,-0.6475264150943396,0.5805148269904336,-51.83402040893144,-57.1381288427931
P28_mild_r1|b0|rk_score|tp4,106,36.79245283018868,-0.654772641509434,0.5800540195820985,-52.33600395249823,-57.99828923302619
P25_heima20_yang|b35|rk_score|tp35,71,46.478873239436616,-1.0570873239436618,0.5431566196857319,-55.55656980440001,-61.53385503747103
P16_turn412|b0|rk_volr|tp35,88,39.77272727272727,-0.878503409090909,0.5329977479980863,-56.25954228861525,-63.5106331362045
P25_heima20_yang|b35|rk_volr|tp35,71,45.070422535211264,-1.055325352112676,0.5199018634790025,-55.25989856872053,-61.068932180802115
P25_heima20_yang|b0|rk_score|tp35,119,45.378151260504204,-1.1991319327731091,0.5145447722883365,-78.45935029131084,-79.02324903890833
P25_heima20_yang|b0|rk_volr|tp35,119,43.69747899159664,-1.1967033613445377,0.4956734378762767,-78.21624657464345,-78.35732125301712
P13_r1band|b0|rk_score|tp35,92,30.434782608695652,-0.8107173913043478,0.4902350758127184,-54.4575875404962,-61.12766248531049
P13_r1band|b0|rk_volr|tp35,92,31.52173913043478,-0.8885532608695652,0.4774525822172448,-57.73363901800411,-63.99370951240062
P22_ql_r1band|b0|rk_volr|tp35,54,42.592592592592595,-0.7132759259259259,0.47157860077787905,-33.2551157670532,-35.96022864668667
P22_ql_r1band|b35|rk_volr|tp35,38,36.8421052631579,-0.7125657894736842,0.4495827785626442,-24.63414773731316,-27.384591872680264
P23_sweet|b40|rk_score|tp4,63,33.333333333333336,-1.000290476190476,0.41497453093189773,-48.243907925409005,-49.551335514222416
P23_sweet|b0|rk_score|noTP,119,26.89075630252101,-1.349470588235294,0.39578725022942,-81.8608918040002,-82.0186678563188
P23_sweet|b40|rk_score|tp3,63,33.333333333333336,-1.0502253968253967,0.38576981383953973,-49.764837081542204,-51.080764516060185
P23_sweet|b40|rk_score|tp35,63,33.333333333333336,-1.0637825396825396,0.3778408431575146,-50.20710461385334,-51.46493924829454
P23_sweet|b35|rk_volr|tp35,71,32.394366197183096,-1.0406225352112675,0.37756933919784474,-53.621837652480075,-54.74114487353725
P23_sweet|b35|rk_score|tp4,71,29.577464788732396,-1.1516140845070422,0.3534616637620468,-57.24800029727104,-58.327972560395835
P23_sweet|b35|rk_score|tp3,71,29.577464788732396,-1.1959225352112677,0.3285860458054864,-58.50433090927254,-59.59132428597969
P23_sweet|b35|rk_score|tp35,71,29.577464788732396,-1.2079521126760564,0.32183240923194684,-58.869656432355775,-59.90866350886017
P23_sweet|b0|rk_volr|tp35,119,29.41176470588235,-1.5803109243697477,0.26158160544756187,-85.74060284672026,-85.74060284672026
P23_sweet|b0|rk_score|tp4,119,26.89075630252101,-1.6493235294117647,0.2615309191211191,-86.92362438419063,-87.03736420541031
P23_sweet|b0|rk_score|tp3,119,26.89075630252101,-1.697496638655462,0.23996186303728398,-87.61815098103803,-87.73761111259589
P23_sweet|b0|rk_score|tp35,119,26.89075630252101,-1.7039453781512603,0.2370745006469663,-87.72003919073902,-87.82685170424172
