n,per_day,hit_rate,win_rate,mean_pct,median_pct,pl_ratio,front_mean_pct,back_mean_pct,both_halves_positive,spike_mean_pct,spike_median_pct,label,k
1567566,1154.32,75.685,41.908,-0.2521,-0.4165,1.101,-0.3041,-0.2143,False,2.1623,1.3881,hhv60_pos≥0.85 & turnover≥1 & turnover≤15,3
945631,696.34,77.716,44.363,-0.2522,-0.3746,1.033,-0.325,-0.2098,False,2.5121,1.7077,turnover≥3 & range_contract≤1.2,2
1045462,769.85,72.241,41.519,-0.2523,-0.4016,1.087,-0.3365,-0.1908,False,1.9309,1.2334,clv≥0.7 & pct_chg≤7 & rsi6≤75,3
108811,80.13,66.44,39.449,-0.2523,-0.4073,1.1,-0.4001,-0.1642,False,1.4708,0.9217,clv≥0.95 & pct_chg≤3 & atr_pct≤4.5,3
201667,148.5,74.914,41.269,-0.2523,-0.5452,1.161,-0.3131,-0.1991,False,2.3698,1.5773,pct_chg≥2 & atr_pct≤4.5 & atr_pct≥3.5,3
534843,393.85,76.894,42.044,-0.2523,-0.4933,1.126,-0.3278,-0.2029,False,2.4613,1.6301,hhv60_pos≥0.85 & turnover≥3 & turnover≤8,3
264025,194.42,75.021,40.488,-0.2524,-0.448,1.145,-0.3445,-0.1833,False,2.0618,1.2828,hhv60_pos≥0.95 & turnover≥1 & rsi6≤75,3
3396606,2501.18,74.012,42.486,-0.2525,-0.3216,1.037,-0.2762,-0.234,False,1.8494,1.2021,pct_chg≥-3 & pct_chg≤3,2
112459,82.81,73.395,41.03,-0.2526,-0.4328,1.111,-0.406,-0.1492,False,1.9654,1.2802,clv≥0.85 & pct_chg≥2 & pct_chg≤3,3
318939,234.86,72.734,39.54,-0.2526,-0.3948,1.128,-0.3274,-0.1947,False,1.7192,1.0622,pct_chg≤3 & hhv60_pos≥0.95 & range_contract≤1.2,3
1247127,918.36,72.387,41.14,-0.2528,-0.4349,1.124,-0.3744,-0.1633,False,2.0618,1.2771,clv≥0.7,1
1524683,1122.74,73.867,41.708,-0.2529,-0.4284,1.119,-0.315,-0.2026,False,2.1921,1.3582,pct_chg≥-3 & vol_ratio≥1,2
1654572,1218.39,74.124,42.259,-0.2529,-0.4389,1.094,-0.3336,-0.1963,False,2.1954,1.4172,pct_chg≥0 & pct_chg≤7 & turnover≥1,3
505758,372.43,76.566,40.979,-0.2529,-0.4907,1.157,-0.3392,-0.1938,False,2.3252,1.5,pct_chg≤5 & ma20_bias≥3 & breadth≥55,3
971561,715.44,73.692,41.609,-0.253,-0.4688,1.125,-0.403,-0.1523,False,2.2459,1.427,clv≥0.7 & pct_chg≥-3 & turnover≥1,3
329366,242.54,73.234,39.383,-0.253,-0.4565,1.193,-0.3706,-0.1605,False,2.0023,1.1823,pct_chg≤7 & hhv60_pos≥0.95 & breadth≥45,3
521460,383.99,70.895,41.361,-0.253,-0.2827,1.039,-0.2952,-0.2211,False,1.6038,1.0127,hhv60_pos≥0.85 & rsi6≤60 & range_contract≤0.8,3
588066,433.04,78.835,44.503,-0.2531,-0.4196,1.044,-0.3241,-0.1964,False,2.7697,1.9724,atr_pct≥5 & breadth≥45 & rsi6≤75,3
2056654,1514.47,75.127,41.993,-0.2532,-0.3909,1.088,-0.3124,-0.2071,False,2.1038,1.3433,pct_chg≤5 & ma20_bias≥0,2
220244,162.18,62.771,38.331,-0.2532,-0.3227,1.028,-0.3117,-0.2176,False,1.1163,0.7426,clv≥0.7 & pct_chg≤3 & atr_pct≤2.5,3
131003,96.47,68.542,40.623,-0.2532,-0.3778,1.085,-0.3624,-0.1812,False,1.6318,1.0165,clv≥0.85 & hhv60_pos≥0.85 & rsi6≤60,3
894702,658.84,68.081,39.606,-0.2533,-0.3824,1.078,-0.3124,-0.2123,False,1.4358,0.9259,clv≥0.5 & pct_chg≤5 & atr_pct≤3.5,3
211589,155.81,78.013,44.381,-0.2533,-0.4201,1.045,-0.4131,-0.1447,False,2.7547,1.9969,clv≥0.7 & atr_pct≥5 & range_contract≤1.2,3
253276,186.51,69.661,41.738,-0.2533,-0.3654,1.048,-0.3913,-0.1611,False,1.698,1.0893,clv≥0.85 & pct_chg≤3 & rsi6≤60,3
202540,149.15,70.823,41.609,-0.2533,-0.3747,1.066,-0.3737,-0.1837,False,1.8105,1.153,clv≥0.85 & pct_chg≤7 & range_contract≤0.8,3
1541558,1135.17,74.025,42.282,-0.2533,-0.4284,1.086,-0.3294,-0.2003,False,2.1391,1.3844,pct_chg≥0 & pct_chg≤5 & turnover≥1,3
1258861,927.0,73.603,40.947,-0.2533,-0.4487,1.138,-0.3513,-0.1767,False,2.109,1.3094,pct_chg≥0 & ma20_bias≥0 & turnover≤15,3
80153,59.02,75.647,42.52,-0.2533,-0.5612,1.13,-0.3844,-0.1413,False,2.6824,1.7986,vol_ratio≥1.5 & atr_pct≥3.5 & range_contract≤1.2,3
482875,355.58,67.534,39.833,-0.2534,-0.3672,1.057,-0.3209,-0.208,False,1.3989,0.9155,clv≥0.7 & atr_pct≤3.5 & rsi6≤75,3
634831,467.47,73.782,42.11,-0.2534,-0.4195,1.08,-0.3737,-0.1798,False,2.0834,1.3587,clv≥0.7 & turnover≥1 & range_contract≤1.2,3
84336,62.1,73.913,42.584,-0.2534,-0.3869,1.078,-0.2842,-0.226,False,2.1222,1.3746,vol_ratio≥1.5 & hhv60_pos≥0.85 & rsi6≤60,3
1006163,740.92,74.648,41.171,-0.2534,-0.3855,1.096,-0.3132,-0.2076,False,1.9438,1.2285,ma20_bias≥0 & hhv60_pos≥0.85 & range_contract≤1.2,3
1707157,1257.11,72.192,41.684,-0.2535,-0.3853,1.074,-0.3036,-0.2153,False,1.8587,1.1765,pct_chg≥0 & pct_chg≤3,2
1155855,851.15,72.199,42.512,-0.2535,-0.3546,1.043,-0.2954,-0.2222,False,1.8724,1.2125,clv≥0.5 & pct_chg≤5 & rsi6≤60,3
269914,198.76,62.121,38.755,-0.2535,-0.26,0.992,-0.3037,-0.2235,False,1.0657,0.7205,clv≥0.5 & atr_pct≤2.5 & range_contract≤1.2,3
385158,283.62,74.934,39.506,-0.2535,-0.5494,1.219,-0.4217,-0.1136,False,2.2671,1.4403,clv≥0.7 & ma20_bias≥3 & turnover≤8,3
624233,459.67,71.038,39.494,-0.2535,-0.4438,1.167,-0.3829,-0.1535,False,1.8607,1.1209,clv≥0.7 & hhv60_pos≥0.85 & turnover≤8,3
307485,226.42,75.342,40.206,-0.2535,-0.4561,1.154,-0.3447,-0.1867,False,2.0531,1.282,pct_chg≤3 & hhv60_pos≥0.95 & turnover≥1,3
267506,196.99,72.174,39.678,-0.2536,-0.3823,1.113,-0.3332,-0.1925,False,1.6734,1.0363,hhv60_pos≥0.95 & rsi6≤75 & range_contract≤1.2,3
578825,426.23,74.342,42.025,-0.2537,-0.4448,1.091,-0.3393,-0.2063,False,2.0958,1.3746,pct_chg≤7 & atr_pct≤4.5 & turnover≥3,3
1416835,1043.32,75.047,42.645,-0.2538,-0.3668,1.07,-0.2911,-0.2235,False,2.1258,1.368,pct_chg≤3 & vol_ratio≥1,2
1444621,1063.79,72.483,41.657,-0.2539,-0.3874,1.074,-0.3149,-0.209,False,1.8844,1.2039,clv≥0.5 & turnover≤15 & range_contract≤1.2,3
1890517,1392.13,74.567,41.633,-0.2539,-0.3964,1.093,-0.312,-0.2087,False,2.0267,1.2873,pct_chg≥-3 & pct_chg≤5 & ma20_bias≥0,3
427058,314.48,73.798,39.653,-0.2539,-0.4215,1.147,-0.3257,-0.1963,False,1.8453,1.1414,pct_chg≤3 & ma20_bias≥0 & hhv60_pos≥0.95,3
371272,273.4,72.702,39.824,-0.2539,-0.394,1.119,-0.3257,-0.1973,False,1.7343,1.0763,pct_chg≤5 & hhv60_pos≥0.95 & rsi6≤75,3
27735,20.42,69.382,38.46,-0.254,-0.6084,1.32,-0.6891,0.0565,False,2.426,1.2801,clv≥0.95 & vol_ratio≥1 & hhv60_pos≥0.95,3
311454,229.35,73.991,39.665,-0.2541,-0.4662,1.188,-0.3507,-0.1715,False,2.0684,1.2529,pct_chg≤5 & vol_ratio≥1 & hhv60_pos≥0.95,3
541027,398.4,73.5,39.577,-0.2541,-0.4373,1.17,-0.3473,-0.1774,False,1.9378,1.1711,pct_chg≤7 & hhv60_pos≥0.95 & turnover≤15,3
1801649,1326.69,74.847,42.402,-0.2542,-0.4095,1.098,-0.3179,-0.2025,False,2.273,1.443,vol_ratio≥1,1
662834,488.1,72.616,41.109,-0.2542,-0.4247,1.117,-0.3062,-0.2126,False,1.9824,1.2346,pct_chg≥0 & pct_chg≤3 & vol_ratio≥1,3
974707,717.75,73.694,41.605,-0.2543,-0.4694,1.124,-0.4041,-0.1537,False,2.2481,1.4286,clv≥0.7 & turnover≥1,2
1520328,1119.53,73.158,41.113,-0.2543,-0.3533,1.073,-0.2902,-0.2265,False,1.7688,1.1194,hhv60_pos≥0.85 & turnover≤15 & range_contract≤1.2,3
614499,452.5,75.189,39.919,-0.2544,-0.5331,1.196,-0.3765,-0.149,False,2.2457,1.438,clv≥0.5 & ma20_bias≥3 & turnover≤8,3
183449,135.09,70.914,41.265,-0.2544,-0.4115,1.095,-0.4304,-0.1521,False,1.9204,1.2066,clv≥0.95 & pct_chg≥0 & rsi6≤75,3
185297,136.45,77.307,42.329,-0.2544,-0.462,1.112,-0.4697,-0.1107,False,2.5106,1.6878,pct_chg≥2 & ma20_bias≥0 & range_contract≤1.2,3
909939,670.06,77.187,42.1,-0.2544,-0.4527,1.11,-0.3219,-0.202,False,2.3786,1.5801,pct_chg≤5 & ma20_bias≥3 & rsi6≤75,3
1072073,789.45,74.528,41.562,-0.2544,-0.4056,1.097,-0.3014,-0.2191,False,2.0547,1.2998,ma20_bias≥0 & breadth≥45 & rsi6≤75,3
453915,334.25,73.199,39.63,-0.2545,-0.4095,1.139,-0.3255,-0.1985,False,1.798,1.1062,pct_chg≤3 & hhv60_pos≥0.95,2
464129,341.77,77.909,44.449,-0.2545,-0.4459,1.05,-0.3715,-0.1671,False,2.8389,2.0432,clv≥0.5 & atr_pct≥5 & rsi6≤75,3
78477,57.79,74.567,42.235,-0.2545,-0.5474,1.135,-0.4351,-0.1307,False,2.6036,1.6901,vol_ratio≥1.5 & turnover≥3 & range_contract≤1.2,3
760128,559.74,75.896,42.616,-0.2546,-0.5306,1.123,-0.379,-0.1717,False,2.6725,1.7829,vol_ratio≥1 & turnover≥3 & turnover≤15,3
1917552,1412.04,73.693,41.444,-0.2546,-0.3547,1.072,-0.2798,-0.2346,False,1.8365,1.1688,hhv60_pos≥0.85 & turnover≤15 & rsi6≤75,3
292913,215.69,66.539,40.698,-0.2547,-0.3235,1.012,-0.3186,-0.2127,False,1.3313,0.8896,clv≥0.7 & atr_pct≤3.5 & rsi6≤60,3
515201,379.38,75.086,40.855,-0.2547,-0.5577,1.188,-0.4071,-0.1274,False,2.5199,1.6188,pct_chg≥2 & ma20_bias≥0 & turnover≤15,3
1047648,771.46,73.164,41.256,-0.2548,-0.4764,1.151,-0.3471,-0.1807,False,2.2883,1.4056,pct_chg≥0 & vol_ratio≥1,2
175989,129.59,70.278,40.692,-0.2548,-0.414,1.102,-0.4193,-0.1575,False,1.7915,1.1317,clv≥0.95 & pct_chg≤5 & turnover≤8,3
2189471,1612.28,73.782,41.213,-0.2549,-0.3812,1.096,-0.2946,-0.2231,False,1.9173,1.198,hhv60_pos≥0.85 & turnover≤15,2
1191204,877.18,69.632,41.777,-0.2549,-0.26,0.965,-0.2801,-0.2371,False,1.3392,0.9259,pct_chg≥-3 & atr_pct≤3.5 & rsi6≤60,3
313415,230.79,73.622,39.609,-0.2549,-0.4141,1.142,-0.339,-0.1883,False,1.8222,1.1208,ma20_bias≥0 & hhv60_pos≥0.95 & range_contract≤1.2,3
937409,690.29,74.892,42.179,-0.255,-0.412,1.097,-0.3043,-0.2149,False,2.2429,1.4329,vol_ratio≥1 & ma20_bias≥0 & rsi6≤75,3
735994,541.97,76.167,40.569,-0.2551,-0.5261,1.18,-0.3414,-0.1867,False,2.3602,1.5048,ma20_bias≥3 & breadth≥45 & turnover≤15,3
556794,410.01,70.791,42.081,-0.2552,-0.357,1.042,-0.3449,-0.1915,False,1.7588,1.1364,clv≥0.7 & pct_chg≤3 & rsi6≤60,3
63894,47.05,75.725,42.552,-0.2552,-0.4199,1.081,-0.4409,-0.1653,False,2.2985,1.5621,clv≥0.95 & pct_chg≥2 & range_contract≤1.2,3
447839,329.78,73.089,39.592,-0.2552,-0.4097,1.138,-0.3266,-0.1992,False,1.7887,1.0998,pct_chg≥-3 & pct_chg≤3 & hhv60_pos≥0.95,3
18512,13.63,72.72,42.518,-0.2552,-0.3899,1.074,-0.3815,-0.1592,False,2.1153,1.3271,pct_chg≤5 & vol_ratio≥1.5 & range_contract≤0.8,3
1158202,852.87,78.352,43.048,-0.2552,-0.461,1.087,-0.3242,-0.1956,False,2.5616,1.7739,atr_pct≥3.5 & ma20_bias≥0 & turnover≤15,3
362976,267.29,73.494,39.881,-0.2552,-0.4167,1.137,-0.3289,-0.1949,False,1.8522,1.1401,ma20_bias≥0 & hhv60_pos≥0.95 & rsi6≤75,3
118126,86.99,69.269,40.801,-0.2553,-0.3875,1.076,-0.4139,-0.168,False,1.6759,1.0499,clv≥0.95 & pct_chg≤3 & breadth≥45,3
1362504,1003.32,73.844,41.632,-0.2553,-0.4117,1.103,-0.297,-0.2214,False,2.067,1.302,pct_chg≥-3 & pct_chg≤5 & vol_ratio≥1,3
330832,243.62,72.848,39.525,-0.2553,-0.4015,1.134,-0.3374,-0.1912,False,1.7566,1.0782,pct_chg≤5 & hhv60_pos≥0.95 & range_contract≤1.2,3
359609,264.81,77.83,45.017,-0.2553,-0.3506,1.015,-0.3471,-0.2002,False,2.6232,1.8081,ma20_bias≥0 & turnover≥3 & rsi6≤60,3
466680,343.65,76.248,42.92,-0.2554,-0.445,1.072,-0.3691,-0.1706,False,2.348,1.6322,clv≥0.7 & atr_pct≥3.5 & range_contract≤1.2,3
189878,139.82,66.278,39.152,-0.2554,-0.3839,1.071,-0.349,-0.1984,False,1.3491,0.8726,clv≥0.85 & atr_pct≤3.5 & range_contract≤1.2,3
1256255,925.08,73.719,42.376,-0.2554,-0.4087,1.068,-0.3228,-0.2097,False,2.0414,1.3207,pct_chg≥0 & pct_chg≤3 & turnover≥1,3
689139,507.47,79.553,45.326,-0.2554,-0.3974,1.026,-0.3338,-0.2047,False,2.9812,2.1513,atr_pct≥5 & turnover≥3 & turnover≤15,3
332964,245.19,72.884,39.539,-0.2555,-0.4024,1.135,-0.3382,-0.191,False,1.7683,1.0824,pct_chg≤7 & hhv60_pos≥0.95 & range_contract≤1.2,3
333566,245.63,72.891,39.545,-0.2556,-0.4025,1.136,-0.3384,-0.1911,False,1.7723,1.0836,hhv60_pos≥0.95 & range_contract≤1.2,2
199074,146.59,62.333,38.705,-0.2556,-0.26,1.006,-0.3278,-0.2119,False,1.1002,0.7358,clv≥0.7 & atr_pct≤2.5 & rsi6≤75,3
390059,287.23,72.819,39.838,-0.2558,-0.403,1.129,-0.3286,-0.1974,False,1.7965,1.0989,hhv60_pos≥0.95 & rsi6≤75,2
493313,363.26,74.849,41.876,-0.2558,-0.4782,1.102,-0.2915,-0.2248,False,2.129,1.4354,pct_chg≥0 & atr_pct≤4.5 & atr_pct≥3.5,3
383963,282.74,72.781,39.819,-0.2558,-0.4006,1.125,-0.3296,-0.1969,False,1.7715,1.0904,pct_chg≤7 & hhv60_pos≥0.95 & rsi6≤75,3
940663,692.68,77.694,44.327,-0.2558,-0.3767,1.031,-0.3251,-0.2155,False,2.5039,1.7029,pct_chg≤7 & turnover≥3 & range_contract≤1.2,3
1527261,1124.64,71.817,42.361,-0.2558,-0.26,0.979,-0.2695,-0.2455,False,1.502,1.0239,atr_pct≤4.5 & rsi6≤60 & range_contract≤1.2,3
479444,353.05,76.952,41.069,-0.2558,-0.4748,1.136,-0.3254,-0.205,False,2.2552,1.4713,ma20_bias≥3 & breadth≥45 & range_contract≤1.2,3
1269080,934.52,73.402,42.099,-0.2559,-0.26,1.033,-0.2647,-0.2489,False,1.7452,1.1283,hhv60_pos≥0.85 & rsi6≤60,2
983991,724.59,69.131,41.61,-0.2559,-0.26,0.962,-0.2837,-0.2364,False,1.3098,0.9058,atr_pct≤3.5 & rsi6≤60 & range_contract≤1.2,3
327081,240.85,70.297,39.27,-0.256,-0.4658,1.191,-0.4557,-0.1169,False,1.9335,1.1314,clv≥0.85 & hhv60_pos≥0.85 & turnover≤15,3
331023,243.76,72.82,39.526,-0.256,-0.4024,1.135,-0.3391,-0.1913,False,1.7657,1.0796,pct_chg≥-3 & hhv60_pos≥0.95 & range_contract≤1.2,3
1024773,754.62,75.541,42.056,-0.256,-0.3866,1.072,-0.3092,-0.2199,False,2.0422,1.3167,hhv60_pos≥0.85 & turnover≥1 & range_contract≤1.2,3
208302,153.39,75.107,43.664,-0.2562,-0.4192,1.048,-0.4234,-0.1724,False,2.3931,1.6093,clv≥0.5 & turnover≥3 & range_contract≤0.8,3
1639470,1207.27,74.925,42.408,-0.2563,-0.3937,1.084,-0.3032,-0.2181,False,2.177,1.399,pct_chg≤5 & vol_ratio≥1,2
1462325,1076.82,73.891,41.621,-0.2563,-0.4234,1.111,-0.3051,-0.2167,False,2.1247,1.3333,pct_chg≥-3 & pct_chg≤7 & vol_ratio≥1,3
388087,285.78,63.354,40.245,-0.2564,-0.26,0.921,-0.3049,-0.2252,False,1.0331,0.7293,atr_pct≤2.5 & rsi6≤60 & range_contract≤1.2,3
880070,648.06,76.336,42.676,-0.2565,-0.4017,1.052,-0.2683,-0.2462,False,2.0391,1.4044,pct_chg≥-3 & atr_pct≤4.5 & atr_pct≥3.5,3
212055,156.15,71.0,40.87,-0.2566,-0.4448,1.13,-0.4719,-0.1306,False,2.0197,1.2384,clv≥0.95 & pct_chg≥0,2
194462,143.2,74.486,44.006,-0.2566,-0.3604,1.05,-0.3646,-0.166,False,2.3591,1.5588,pct_chg≤5 & vol_ratio≥1.5 & rsi6≤60,3
359371,264.63,63.036,38.553,-0.2567,-0.2965,1.014,-0.304,-0.2272,False,1.1141,0.7432,clv≥0.5 & pct_chg≤3 & atr_pct≤2.5,3
384250,282.95,72.69,39.799,-0.2567,-0.4031,1.128,-0.3299,-0.1982,False,1.7872,1.0917,pct_chg≥-3 & hhv60_pos≥0.95 & rsi6≤75,3
1266301,932.47,73.387,42.086,-0.2567,-0.26,1.032,-0.2653,-0.2499,False,1.7418,1.1268,pct_chg≤7 & hhv60_pos≥0.85 & rsi6≤60,3
1376100,1013.33,72.323,41.847,-0.2569,-0.3814,1.065,-0.3172,-0.2128,False,1.8877,1.2048,clv≥0.5 & rsi6≤75 & range_contract≤1.2,3
383866,282.67,71.314,41.309,-0.2571,-0.3995,1.081,-0.3777,-0.1807,False,1.8597,1.1834,clv≥0.85 & rsi6≤75 & range_contract≤1.2,3
1739291,1280.77,74.902,42.354,-0.2572,-0.4049,1.091,-0.3097,-0.2143,False,2.2192,1.4228,pct_chg≤7 & vol_ratio≥1,2
225036,165.71,70.853,39.571,-0.2572,-0.6272,1.264,-0.5088,-0.039,False,2.5575,1.4876,clv≥0.7 & pct_chg≥-3 & vol_ratio≥1.5,3
367957,270.96,73.315,42.99,-0.2574,-0.3479,1.034,-0.345,-0.1937,False,1.989,1.2793,pct_chg≥0 & ma20_bias≥0 & rsi6≤60,3
1154386,850.06,77.752,44.257,-0.2574,-0.3805,1.034,-0.3095,-0.2262,False,2.495,1.7081,pct_chg≤3 & turnover≥3 & turnover≤15,3
2148078,1581.8,75.083,41.922,-0.2575,-0.4014,1.093,-0.3202,-0.2085,False,2.1391,1.3616,pct_chg≤7 & ma20_bias≥0,2
281901,207.59,74.615,41.306,-0.2575,-0.4571,1.117,-0.3539,-0.1825,False,2.1166,1.3889,clv≥0.5 & pct_chg≥2 & pct_chg≤3,3
951399,700.59,80.065,45.795,-0.2575,-0.2965,0.993,-0.2898,-0.232,False,2.7638,2.0,pct_chg≤3 & atr_pct≥5 & rsi6≤75,3
848510,624.82,72.012,41.334,-0.2576,-0.403,1.085,-0.3487,-0.1941,False,1.8952,1.2027,clv≥0.7 & pct_chg≥-3 & range_contract≤1.2,3
921101,678.28,74.899,41.944,-0.2577,-0.4062,1.098,-0.2999,-0.2233,False,2.1782,1.3784,pct_chg≤3 & vol_ratio≥1 & ma20_bias≥0,3
748239,550.99,71.404,41.75,-0.2578,-0.3651,1.051,-0.3115,-0.2195,False,1.7761,1.1364,clv≥0.5 & pct_chg≤3 & range_contract≤0.8,3
2035996,1499.26,73.086,40.914,-0.2578,-0.3859,1.098,-0.3013,-0.2233,False,1.8665,1.1553,pct_chg≥-3 & hhv60_pos≥0.85 & turnover≤15,3
167667,123.47,72.41,40.975,-0.2578,-0.5831,1.182,-0.3556,-0.1705,False,2.4753,1.5822,pct_chg≥2 & vol_ratio≥1.5 & rsi6≤75,3
389615,286.9,74.269,41.864,-0.2578,-0.4523,1.121,-0.3115,-0.2092,False,2.2755,1.4658,pct_chg≤3 & vol_ratio≥1.5 & turnover≤15,3
275985,203.23,75.026,41.819,-0.2579,-0.4712,1.113,-0.3518,-0.1899,False,2.2565,1.4893,pct_chg≥2 & pct_chg≤3 & turnover≥1,3
1734662,1277.37,72.448,41.235,-0.258,-0.4354,1.118,-0.3481,-0.1895,False,2.0627,1.2704,clv≥0.5 & pct_chg≥0,2
1257147,925.73,73.339,42.06,-0.2582,-0.26,1.03,-0.2669,-0.2514,False,1.7339,1.1226,pct_chg≤5 & hhv60_pos≥0.85 & rsi6≤60,3
850210,626.08,72.02,41.333,-0.2583,-0.4033,1.085,-0.3494,-0.1948,False,1.897,1.2041,clv≥0.7 & range_contract≤1.2,2
1364751,1004.97,70.349,40.219,-0.2583,-0.4098,1.096,-0.3142,-0.2164,False,1.6583,1.0539,clv≥0.5 & pct_chg≤7 & atr_pct≤4.5,3
354459,261.02,69.475,40.16,-0.2583,-0.3774,1.089,-0.3443,-0.2,False,1.6273,0.995,pct_chg≥0 & hhv60_pos≥0.85 & range_contract≤0.8,3
147696,108.76,72.982,41.902,-0.2584,-0.4327,1.085,-0.4782,-0.1449,False,2.0931,1.3663,clv≥0.95 & turnover≥1 & rsi6≤75,3
1936071,1425.68,73.632,41.264,-0.2585,-0.3577,1.07,-0.281,-0.2408,False,1.8098,1.1521,pct_chg≤3 & hhv60_pos≥0.85 & turnover≤15,3
112191,82.61,75.395,44.783,-0.2585,-0.4172,1.049,-0.4667,-0.1175,False,2.7761,1.9149,vol_ratio≥1.5 & turnover≥3 & rsi6≤60,3
473203,348.46,71.257,41.177,-0.2586,-0.4003,1.08,-0.383,-0.1756,False,1.8364,1.1765,clv≥0.85 & pct_chg≤5 & rsi6≤75,3
1981941,1459.46,74.545,41.572,-0.2586,-0.4066,1.097,-0.3205,-0.2102,False,2.0685,1.3072,pct_chg≥-3 & pct_chg≤7 & ma20_bias≥0,3
1798101,1324.08,72.587,41.709,-0.2587,-0.4023,1.08,-0.3167,-0.2149,False,1.9634,1.2469,clv≥0.5 & pct_chg≥-3 & rsi6≤75,3
885469,652.04,73.001,41.056,-0.2588,-0.4552,1.133,-0.3249,-0.2053,False,2.1134,1.3184,pct_chg≥0 & pct_chg≤5 & vol_ratio≥1,3
951049,700.33,77.094,42.03,-0.2588,-0.462,1.112,-0.3277,-0.2051,False,2.4014,1.5945,pct_chg≤7 & ma20_bias≥3 & rsi6≤75,3
839111,617.9,78.311,45.563,-0.2589,-0.26,0.986,-0.2916,-0.2393,False,2.5088,1.7422,pct_chg≤3 & turnover≥3 & rsi6≤60,3
496182,365.38,64.779,40.617,-0.2589,-0.26,0.918,-0.3065,-0.2274,False,1.0737,0.7643,atr_pct≤2.5 & turnover≤15 & rsi6≤60,3
496724,365.78,64.769,40.61,-0.259,-0.26,0.918,-0.3067,-0.2276,False,1.0735,0.7641,atr_pct≤2.5 & rsi6≤60,2
707168,520.74,72.761,41.241,-0.259,-0.4507,1.125,-0.3305,-0.2024,False,2.1445,1.3401,clv≥0.5 & vol_ratio≥1 & rsi6≤75,3
181444,133.61,74.73,39.49,-0.259,-0.5822,1.24,-0.5315,-0.0829,False,2.4512,1.5127,clv≥0.85 & ma20_bias≥3 & breadth≥45,3
168154,123.82,72.821,41.413,-0.259,-0.4754,1.124,-0.5207,-0.1214,False,2.1972,1.3975,clv≥0.95 & pct_chg≥0 & turnover≥1,3
496640,365.71,64.77,40.61,-0.259,-0.26,0.918,-0.3068,-0.2275,False,1.0734,0.7641,pct_chg≤5 & atr_pct≤2.5 & rsi6≤60,3
2094601,1542.42,73.716,41.172,-0.259,-0.3742,1.083,-0.2896,-0.2346,False,1.858,1.1765,pct_chg≤5 & hhv60_pos≥0.85 & turnover≤15,3
496720,365.77,64.769,40.61,-0.259,-0.26,0.918,-0.3067,-0.2276,False,1.0735,0.7641,pct_chg≤7 & atr_pct≤2.5 & rsi6≤60,3
2156172,1587.76,73.764,41.162,-0.259,-0.3799,1.088,-0.2927,-0.232,False,1.887,1.1891,pct_chg≤7 & hhv60_pos≥0.85 & turnover≤15,3
919042,676.76,76.412,40.637,-0.259,-0.5177,1.174,-0.3374,-0.1924,False,2.3794,1.5264,ma20_bias≥3 & hhv60_pos≥0.85 & turnover≤15,3
357462,263.23,74.911,39.693,-0.2591,-0.58,1.231,-0.4662,-0.1104,False,2.4665,1.5168,clv≥0.7 & ma20_bias≥3 & breadth≥45,3
38561,28.4,68.727,38.191,-0.2591,-0.555,1.302,-0.6324,-0.0094,False,2.2179,1.1494,clv≥0.95 & pct_chg≥0 & hhv60_pos≥0.95,3
495625,364.97,64.774,40.613,-0.2591,-0.26,0.918,-0.3064,-0.2278,False,1.073,0.7639,atr_pct≤2.5 & turnover≤8 & rsi6≤60,3
699810,515.32,73.329,41.547,-0.2592,-0.4049,1.097,-0.2907,-0.2339,False,2.0207,1.2589,pct_chg≤3 & vol_ratio≥1 & breadth≥45,3
1385299,1020.1,77.275,43.766,-0.2593,-0.4258,1.057,-0.3314,-0.2151,False,2.5428,1.7337,pct_chg≤7 & turnover≥3 & turnover≤15,3
356248,262.33,72.852,41.382,-0.2594,-0.3853,1.07,-0.369,-0.1926,False,1.8677,1.1986,clv≥0.5 & ma20_bias≥0 & range_contract≤0.8,3
887333,653.41,78.642,42.354,-0.2594,-0.4582,1.094,-0.283,-0.2357,False,2.3684,1.6371,atr_pct≥3.5 & hhv60_pos≥0.85 & turnover≤8,3
1456232,1072.34,72.423,41.627,-0.2595,-0.3917,1.072,-0.3218,-0.2136,False,1.8959,1.2063,clv≥0.5 & pct_chg≥-3 & range_contract≤1.2,3
853279,628.34,69.613,39.224,-0.2595,-0.4258,1.142,-0.3442,-0.1979,False,1.674,1.0116,clv≥0.5 & atr_pct≤4.5 & hhv60_pos≥0.85,3
188299,138.66,70.963,41.249,-0.2596,-0.414,1.09,-0.4351,-0.1574,False,1.9199,1.2096,clv≥0.95 & pct_chg≥-3 & rsi6≤75,3
1155954,851.22,76.025,43.004,-0.2596,-0.476,1.087,-0.3513,-0.2043,False,2.511,1.6631,pct_chg≥-3 & turnover≥3 & turnover≤15,3
1175574,865.67,75.899,43.027,-0.2596,-0.3914,1.065,-0.3044,-0.2254,False,2.2723,1.4925,pct_chg≤3 & vol_ratio≥1 & turnover≥1,3
1660721,1222.92,76.033,42.428,-0.2596,-0.4163,1.083,-0.3318,-0.2079,False,2.2666,1.4782,pct_chg≤5 & ma20_bias≥0 & turnover≥1,3
200013,147.28,70.671,41.486,-0.2597,-0.3786,1.062,-0.3737,-0.1932,False,1.791,1.1415,clv≥0.85 & pct_chg≤5 & range_contract≤0.8,3
