n,per_day,hit_rate,win_rate,mean_pct,median_pct,pl_ratio,front_mean_pct,back_mean_pct,both_halves_positive,spike_mean_pct,spike_median_pct,label,k
11829,8.71,71.477,46.978,0.638,-0.26,1.575,-0.543,1.4046,False,4.0855,2.2505,clv≥0.85 & vol_ratio≥2.5 & breadth≥55,3
5766,4.25,73.795,48.977,0.3997,-0.0706,1.4,-0.4911,0.9607,False,2.8212,1.93,clv≥0.95 & vol_ratio≥1.5 & rsi6≤60,3
17528,12.91,75.234,48.825,0.3196,-0.0733,1.346,-0.3383,0.7706,False,2.7329,1.8737,clv≥0.85 & vol_ratio≥1.5 & rsi6≤60,3
14578,10.73,69.831,43.902,0.3128,-0.5321,1.511,-0.6707,1.0512,False,3.7439,2.0064,clv≥0.85 & vol_ratio≥2.5 & breadth≥45,3
23494,17.3,73.585,44.926,0.2689,-0.26,1.489,-0.476,0.7123,False,2.8693,1.7352,clv≥0.95 & vol_ratio≥1.5 & breadth≥55,3
24804,18.27,70.739,44.251,0.258,-0.4787,1.447,-0.5348,0.8175,False,3.7082,2.0089,clv≥0.7 & vol_ratio≥2.5 & breadth≥55,3
12759,9.4,70.264,43.17,0.2429,-0.4975,1.544,-0.5134,1.0296,False,3.2754,1.7949,clv≥0.85 & vol_ratio≥2.5 & turnover≤8,3
67493,49.7,74.434,44.633,0.2416,-0.26,1.486,-0.3346,0.6421,False,2.8843,1.6929,clv≥0.85 & vol_ratio≥1.5 & breadth≥55,3
11115,8.18,68.709,43.257,0.206,-0.6149,1.45,-0.7705,1.0027,False,3.9024,2.1119,clv≥0.85 & vol_ratio≥2.5 & hhv60_pos≥0.95,3
10942,8.06,68.415,41.683,0.202,-0.5719,1.611,-0.6095,0.9267,False,3.1142,1.5966,clv≥0.85 & vol_ratio≥2.5 & atr_pct≤3.5,3
16248,11.96,67.811,41.427,0.1613,-0.6788,1.557,-0.6796,0.8918,False,3.3386,1.7081,clv≥0.85 & vol_ratio≥2.5 & atr_pct≤4.5,3
7033,5.18,70.283,42.258,0.1431,-0.3642,1.582,-0.1034,0.3647,False,2.1508,1.199,vol_ratio≥2.5 & atr_pct≤2.5 & breadth≥55,3
114391,84.23,73.074,43.47,0.1296,-0.26,1.482,-0.1473,0.336,False,2.1565,1.2431,vol_ratio≥1.5 & atr_pct≤3.5 & breadth≥55,3
17370,12.79,68.238,41.629,0.1231,-0.6737,1.509,-0.6661,0.8375,False,3.3377,1.7889,clv≥0.85 & vol_ratio≥2.5 & turnover≤15,3
24699,18.19,70.505,42.969,0.1192,-0.4483,1.445,-0.2561,0.3986,False,2.8694,1.5084,vol_ratio≥2.5 & atr_pct≤3.5 & breadth≥55,3
19567,14.41,78.643,48.214,0.1168,-0.1167,1.176,-0.2767,0.2763,False,2.7365,1.9048,pct_chg≥2 & vol_ratio≥1 & range_contract≤0.8,3
129582,95.42,74.219,43.343,0.1093,-0.3786,1.417,-0.3061,0.4134,False,2.825,1.6457,clv≥0.7 & vol_ratio≥1.5 & breadth≥55,3
41756,30.75,75.833,47.186,0.1065,-0.1983,1.209,-0.1835,0.3309,False,2.7199,1.8774,pct_chg≥2 & vol_ratio≥1.5 & rsi6≤60,3
244736,180.22,79.124,47.506,0.0929,-0.1398,1.201,0.0201,0.1407,True,2.4553,1.7281,pct_chg≥2 & breadth≥55 & rsi6≤60,3
155598,114.58,74.389,43.783,0.0825,-0.26,1.402,-0.1533,0.2396,False,2.0532,1.259,pct_chg≥2 & atr_pct≤3.5 & breadth≥55,3
36347,26.77,74.444,46.086,0.0587,-0.26,1.225,-0.3122,0.3306,False,2.5696,1.7196,clv≥0.7 & vol_ratio≥1.5 & rsi6≤60,3
28231,20.79,72.119,42.638,0.0587,-0.4568,1.404,-0.5726,0.4849,False,2.739,1.636,clv≥0.95 & vol_ratio≥1.5 & breadth≥45,3
40815,30.06,70.175,42.533,0.0545,-0.26,1.457,-0.1104,0.1763,False,1.635,0.9732,vol_ratio≥1.5 & atr_pct≤2.5 & breadth≥55,3
23649,17.41,67.694,40.196,0.0521,-0.6476,1.545,-0.5377,0.6108,False,2.8398,1.4614,clv≥0.7 & vol_ratio≥2.5 & atr_pct≤3.5,3
83310,61.35,79.83,47.731,0.051,-0.1279,1.144,-0.1088,0.1207,False,2.5199,1.7916,pct_chg≥2 & breadth≥55 & range_contract≤0.8,3
193598,142.56,75.011,43.878,0.0462,-0.26,1.333,-0.2649,0.2427,False,2.4075,1.4724,clv≥0.85 & vol_ratio≥1 & breadth≥55,3
27692,20.39,70.02,41.532,0.0457,-0.5911,1.452,-0.4689,0.6304,False,3.0032,1.6548,clv≥0.7 & vol_ratio≥2.5 & turnover≤8,3
82261,60.58,72.878,42.411,0.0434,-0.4374,1.403,-0.4412,0.4195,False,2.741,1.6036,clv≥0.85 & vol_ratio≥1.5 & breadth≥45,3
19063,14.04,69.795,40.644,0.0433,-0.4638,1.52,-0.4917,0.4282,False,2.2296,1.2531,clv≥0.95 & vol_ratio≥1.5 & atr_pct≤3.5,3
37777,27.82,70.929,42.775,0.0401,-0.26,1.413,-0.1605,0.1753,False,1.6578,1.0142,pct_chg≥2 & atr_pct≤2.5 & breadth≥55,3
24644,18.15,70.885,41.45,0.0375,-0.3881,1.459,-0.4778,0.323,False,2.3413,1.2114,clv≥0.95 & hhv60_pos≥0.95 & breadth≥55,3
233947,172.27,77.47,44.815,0.0371,-0.26,1.272,-0.2107,0.1853,False,2.5111,1.6453,clv≥0.85 & pct_chg≥2 & breadth≥55,3
429434,316.23,78.437,45.154,0.0358,-0.26,1.254,-0.1086,0.138,False,2.4368,1.6394,pct_chg≥2 & breadth≥55 & turnover≤8,3
70059,51.59,74.245,43.635,0.0314,-0.26,1.328,-0.3543,0.2373,False,2.3839,1.4692,clv≥0.95 & vol_ratio≥1 & breadth≥55,3
384870,283.41,77.795,44.616,0.0272,-0.26,1.27,-0.1765,0.161,False,2.5703,1.6755,clv≥0.7 & pct_chg≥2 & breadth≥55,3
76973,56.68,77.797,47.248,0.0268,-0.1712,1.142,-0.162,0.1371,False,2.5101,1.7625,pct_chg≥2 & rsi6≤60 & range_contract≤0.8,3
148389,109.27,80.187,47.57,0.0253,-0.1929,1.121,-0.1765,0.162,False,3.0451,2.2657,pct_chg≥2 & atr_pct≥5 & rsi6≤60,3
61960,45.63,80.726,48.615,0.0251,-0.0971,1.076,-0.2171,0.1454,False,2.9164,2.1526,pct_chg≥2 & atr_pct≥5 & range_contract≤0.8,3
70213,51.7,72.891,41.461,0.0216,-0.3853,1.439,-0.4238,0.3026,False,2.4264,1.2766,clv≥0.85 & hhv60_pos≥0.95 & breadth≥55,3
142294,104.78,72.581,41.961,0.016,-0.26,1.412,-0.1828,0.1324,False,1.7441,1.0215,atr_pct≤3.5 & hhv60_pos≥0.95 & breadth≥55,3
283238,208.57,75.54,43.524,0.0135,-0.26,1.314,-0.1382,0.1195,False,2.2157,1.3986,pct_chg≥2 & atr_pct≤4.5 & breadth≥55,3
28718,21.15,71.875,41.897,0.0119,-0.4672,1.4,-0.4962,0.4187,False,2.5066,1.518,clv≥0.95 & vol_ratio≥1.5 & turnover≤8,3
92400,68.04,79.252,47.161,0.0118,-0.1693,1.132,-0.1801,0.1041,False,2.5248,1.7889,pct_chg≥2 & breadth≥45 & range_contract≤0.8,3
486915,358.55,77.996,44.829,0.0115,-0.26,1.243,-0.141,0.1142,False,2.5365,1.6814,pct_chg≥2 & breadth≥55 & turnover≤15,3
180500,132.92,73.283,42.698,0.0097,-0.3626,1.353,-0.1842,0.1606,False,2.3419,1.3736,vol_ratio≥1.5 & atr_pct≤4.5 & breadth≥55,3
78960,58.14,73.787,41.991,0.0083,-0.4676,1.389,-0.3704,0.3023,False,2.9125,1.6169,vol_ratio≥1.5 & hhv60_pos≥0.95 & breadth≥55,3
20856,15.36,70.469,42.736,0.0083,-0.26,1.355,-0.1634,0.0598,False,1.6716,0.9812,atr_pct≤2.5 & breadth≥55 & turnover≥3,3
282519,208.04,78.267,46.353,0.0078,-0.26,1.165,-0.0741,0.0662,False,2.4391,1.7016,pct_chg≥2 & breadth≥45 & rsi6≤60,3
189331,139.42,74.556,41.258,0.0025,-0.3527,1.428,-0.1916,0.124,False,1.9567,1.1808,atr_pct≤3.5 & ma20_bias≥3 & breadth≥55,3
92793,68.33,77.077,44.704,0.0006,-0.26,1.238,-0.3074,0.148,False,2.4587,1.6321,clv≥0.95 & pct_chg≥2 & breadth≥55,3
106710,78.58,72.858,42.599,-0.0043,-0.3295,1.342,-0.2534,0.0955,False,2.0666,1.2146,atr_pct≤3.5 & breadth≥55 & turnover≥3,3
27562,20.3,72.099,42.058,-0.0045,-0.5481,1.374,-0.2717,0.3184,False,2.984,1.6873,vol_ratio≥2.5 & hhv60_pos≥0.95 & turnover≤8,3
418192,307.95,78.404,45.329,-0.0049,-0.26,1.201,-0.0937,0.0545,False,2.4567,1.6796,pct_chg≥2 & breadth≥55 & rsi6≤75,3
54312,39.99,72.014,41.081,-0.0052,-0.26,1.423,-0.0776,0.0382,False,1.574,0.9788,atr_pct≤2.5 & ma20_bias≥3 & breadth≥55,3
355898,262.08,75.142,43.37,-0.0053,-0.2994,1.3,-0.2312,0.1491,False,2.409,1.4706,clv≥0.7 & vol_ratio≥1 & breadth≥55,3
53316,39.26,79.192,47.453,-0.0056,-0.18,1.103,-0.3244,0.1253,False,2.8708,2.0449,pct_chg≥2 & turnover≥3 & range_contract≤0.8,3
87952,64.77,78.83,46.774,-0.007,-0.1925,1.131,-0.1933,0.0918,False,2.4251,1.7284,pct_chg≥2 & turnover≤8 & range_contract≤0.8,3
25457,18.75,70.723,41.097,-0.007,-0.5939,1.426,-0.3569,0.3327,False,2.8344,1.5554,vol_ratio≥2.5 & atr_pct≤3.5 & hhv60_pos≥0.95,3
246436,181.47,79.02,45.708,-0.0077,-0.26,1.18,-0.133,0.0651,False,2.465,1.7058,pct_chg≥2 & breadth≥55 & range_contract≤1.2,3
322125,237.21,72.282,42.778,-0.0078,-0.26,1.325,-0.1412,0.0819,False,1.7507,1.0753,vol_ratio≥1 & atr_pct≤3.5 & breadth≥55,3
478769,352.55,77.611,44.424,-0.0086,-0.2822,1.242,-0.1813,0.106,False,2.5822,1.6866,clv≥0.5 & pct_chg≥2 & breadth≥55,3
8528,6.28,73.288,45.157,-0.0094,-0.26,1.204,-0.328,0.2065,False,2.1914,1.3658,pct_chg≥0 & vol_ratio≥1.5 & range_contract≤0.8,3
196657,144.81,74.819,43.424,-0.0107,-0.3299,1.291,-0.1777,0.1336,False,2.4021,1.4803,vol_ratio≥1.5 & breadth≥55 & turnover≤8,3
98644,72.64,78.779,46.784,-0.0111,-0.2015,1.127,-0.208,0.0907,False,2.516,1.7764,pct_chg≥2 & turnover≤15 & range_contract≤0.8,3
16808,12.38,67.129,40.957,-0.0149,-0.7629,1.43,-0.7741,0.6218,False,3.447,1.812,clv≥0.85 & vol_ratio≥2.5 & hhv60_pos≥0.85,3
186089,137.03,73.324,42.425,-0.0155,-0.3217,1.335,-0.232,0.1435,False,2.0033,1.2304,pct_chg≥2 & atr_pct≤3.5 & breadth≥45,3
155731,114.68,76.91,45.999,-0.0157,-0.26,1.159,-0.135,0.0774,False,2.5222,1.7386,pct_chg≥2 & vol_ratio≥1 & rsi6≤60,3
22510,16.58,70.48,43.283,-0.0158,-0.5814,1.3,-0.4859,0.3115,False,3.6207,1.9523,vol_ratio≥2.5 & hhv60_pos≥0.95 & breadth≥55,3
31444,23.15,69.241,41.693,-0.0168,-0.692,1.386,-0.6463,0.4911,False,3.4051,1.8365,clv≥0.7 & vol_ratio≥2.5 & breadth≥45,3
330439,243.33,76.604,43.873,-0.0168,-0.3547,1.263,-0.2079,0.1148,False,2.6906,1.7094,pct_chg≥2 & vol_ratio≥1 & breadth≥55,3
99020,72.92,78.499,46.85,-0.0169,-0.1985,1.119,-0.2157,0.0862,False,2.5347,1.7857,pct_chg≥2 & rsi6≤75 & range_contract≤0.8,3
94696,69.73,78.804,46.918,-0.018,-0.2007,1.115,-0.2383,0.0873,False,2.5879,1.8269,pct_chg≥2 & turnover≥1 & range_contract≤0.8,3
92193,67.89,79.133,47.085,-0.0187,-0.1924,1.107,-0.2237,0.0879,False,2.6282,1.8735,pct_chg≥2 & atr_pct≥3.5 & range_contract≤0.8,3
154375,113.68,71.678,41.502,-0.0187,-0.3786,1.383,-0.226,0.1515,False,2.0424,1.1824,vol_ratio≥1.5 & atr_pct≤3.5 & breadth≥45,3
92243,67.93,73.916,45.119,-0.0201,-0.26,1.194,-0.2684,0.1465,False,2.2171,1.4706,clv≥0.85 & vol_ratio≥1 & rsi6≤60,3
43150,31.77,72.171,42.202,-0.0211,-0.3481,1.339,-0.3979,0.2075,False,1.9696,1.2267,clv≥0.95 & pct_chg≥2 & atr_pct≤3.5,3
196565,144.75,73.71,41.626,-0.0214,-0.26,1.37,-0.2316,0.1166,False,1.9766,1.1364,atr_pct≤4.5 & hhv60_pos≥0.95 & breadth≥55,3
141877,104.47,76.412,43.99,-0.0241,-0.3864,1.25,-0.4292,0.1533,False,2.7747,1.7914,clv≥0.85 & breadth≥55 & turnover≥3,3
512758,377.58,77.544,44.519,-0.0262,-0.2808,1.22,-0.1739,0.0714,False,2.59,1.6993,pct_chg≥2 & breadth≥55,2
84571,62.28,72.528,41.531,-0.0263,-0.4472,1.376,-0.4089,0.3288,False,2.4515,1.4691,clv≥0.85 & vol_ratio≥1.5 & turnover≤8,3
464798,342.27,77.685,44.572,-0.0268,-0.3108,1.218,-0.1856,0.0715,False,2.6639,1.756,pct_chg≥2 & breadth≥55 & turnover≥1,3
101684,74.88,78.585,46.678,-0.0275,-0.2161,1.117,-0.2267,0.0754,False,2.5386,1.7857,pct_chg≥2 & range_contract≤0.8,2
76011,55.97,68.602,42.4,-0.0277,-0.26,1.309,-0.2644,0.0922,False,1.5989,0.9725,clv≥0.95 & atr_pct≤3.5 & breadth≥55,3
88797,65.39,78.56,46.539,-0.0291,-0.26,1.124,-0.3924,0.1864,False,2.8237,2.0678,clv≥0.85 & atr_pct≥5 & rsi6≤60,3
156466,115.22,74.019,42.85,-0.0306,-0.4623,1.307,-0.2941,0.1582,False,2.8808,1.7241,pct_chg≥2 & vol_ratio≥1.5 & breadth≥55,3
68083,50.13,68.826,41.681,-0.0317,-0.26,1.322,-0.1277,0.0174,False,1.3194,0.8451,atr_pct≤2.5 & hhv60_pos≥0.95 & breadth≥55,3
54998,40.5,70.064,40.071,-0.0329,-0.455,1.448,-0.4211,0.2883,False,2.1553,1.2007,clv≥0.85 & vol_ratio≥1.5 & atr_pct≤3.5,3
69917,51.49,73.132,40.451,-0.0334,-0.4641,1.428,-0.3839,0.2344,False,2.291,1.2987,pct_chg≥2 & atr_pct≤3.5 & hhv60_pos≥0.95,3
110888,81.66,70.587,42.685,-0.0357,-0.26,1.287,-0.2702,0.0864,False,1.7803,1.0969,clv≥0.95 & atr_pct≤4.5 & breadth≥55,3
143245,105.48,76.491,45.252,-0.0365,-0.26,1.171,-0.2029,0.0738,False,2.3397,1.6129,clv≥0.85 & pct_chg≥2 & rsi6≤60,3
246996,181.88,73.332,44.95,-0.0378,-0.26,1.176,-0.215,0.068,False,1.9679,1.2845,clv≥0.85 & breadth≥55 & rsi6≤60,3
100869,74.28,78.511,46.578,-0.0386,-0.2267,1.111,-0.2266,0.0591,False,2.5212,1.7764,pct_chg≥2 & pct_chg≤7 & range_contract≤0.8,3
297480,219.06,77.433,45.6,-0.0389,-0.26,1.153,-0.1223,0.0265,False,2.3457,1.6362,pct_chg≥2 & turnover≤8 & rsi6≤60,3
100765,74.2,75.392,41.598,-0.0419,-0.5109,1.364,-0.4084,0.2336,False,2.9199,1.6829,pct_chg≥2 & hhv60_pos≥0.95 & breadth≥55,3
486776,358.45,73.704,42.781,-0.0423,-0.26,1.278,-0.1436,0.031,False,1.9696,1.2165,vol_ratio≥1 & atr_pct≤4.5 & breadth≥55,3
262173,193.06,78.751,46.083,-0.0432,-0.26,1.132,-0.1464,0.0338,False,2.6703,1.9089,pct_chg≥2 & atr_pct≥3.5 & rsi6≤60,3
54138,39.87,79.107,47.807,-0.0457,-0.1695,1.058,-0.2814,0.0991,False,2.8865,2.0884,vol_ratio≥1 & atr_pct≥5 & range_contract≤0.8,3
338418,249.2,75.417,43.989,-0.0462,-0.26,1.22,-0.2846,0.0791,False,2.2893,1.4658,clv≥0.85 & breadth≥55 & turnover≥1,3
45593,33.57,69.905,41.289,-0.0476,-0.26,1.335,-0.2122,0.0724,False,1.6345,0.9967,pct_chg≥2 & atr_pct≤2.5 & breadth≥45,3
605331,445.75,75.488,43.699,-0.0479,-0.26,1.229,-0.1561,0.0356,False,2.1483,1.3667,vol_ratio≥1 & breadth≥55 & turnover≤8,3
512279,377.23,77.509,43.95,-0.0499,-0.3156,1.221,-0.1895,0.0611,False,2.4034,1.61,pct_chg≥2 & breadth≥45 & turnover≤8,3
18472,13.6,67.01,40.889,-0.0505,-0.7916,1.407,-0.8018,0.5838,False,3.398,1.808,clv≥0.85 & pct_chg≥2 & vol_ratio≥2.5,3
218779,161.1,74.814,41.602,-0.0525,-0.3183,1.328,-0.2566,0.1019,False,2.0669,1.2121,hhv60_pos≥0.95 & breadth≥55 & turnover≤8,3
188823,139.04,73.439,42.33,-0.0526,-0.4512,1.311,-0.3235,0.1452,False,2.7171,1.5957,clv≥0.5 & vol_ratio≥1.5 & breadth≥55,3
327904,241.46,77.338,45.555,-0.0526,-0.26,1.143,-0.1435,0.0165,False,2.4196,1.6771,pct_chg≥2 & turnover≤15 & rsi6≤60,3
297396,219.0,75.266,45.609,-0.0527,-0.26,1.135,-0.125,-0.0003,False,2.1684,1.4184,vol_ratio≥1 & breadth≥55 & rsi6≤60,3
177047,130.37,80.568,46.571,-0.0531,-0.26,1.108,-0.2428,0.0558,False,3.1883,2.3426,pct_chg≥2 & atr_pct≥5 & breadth≥55,3
240883,177.38,77.075,45.273,-0.0539,-0.26,1.153,-0.1737,0.0348,False,2.3925,1.6509,clv≥0.7 & pct_chg≥2 & rsi6≤60,3
295601,217.67,71.62,42.425,-0.054,-0.26,1.272,-0.2345,0.0547,False,1.7932,1.1111,clv≥0.85 & atr_pct≤4.5 & breadth≥55,3
89511,65.91,72.854,40.516,-0.054,-0.4366,1.394,-0.2877,0.1557,False,2.1799,1.248,vol_ratio≥1.5 & atr_pct≤3.5 & hhv60_pos≥0.95,3
470488,346.46,77.585,44.216,-0.0542,-0.2961,1.205,-0.163,0.0189,False,2.4531,1.6438,pct_chg≥2 & pct_chg≤7 & breadth≥55,3
547928,403.48,75.341,43.584,-0.0547,-0.2954,1.235,-0.1885,0.0375,False,2.3776,1.4682,pct_chg≥0 & vol_ratio≥1 & breadth≥55,3
67955,50.04,73.725,45.245,-0.0548,-0.26,1.16,-0.2441,0.0935,False,2.4456,1.6172,pct_chg≥0 & vol_ratio≥1.5 & rsi6≤60,3
12184,8.97,68.533,41.308,-0.0561,-0.2642,1.322,-0.3637,0.125,False,1.6252,0.9925,clv≥0.95 & pct_chg≥2 & atr_pct≤2.5,3
80659,59.4,70.874,42.042,-0.0563,-0.3117,1.3,-0.3726,0.1021,False,1.9907,1.1512,clv≥0.95 & hhv60_pos≥0.85 & breadth≥55,3
207804,153.02,77.469,45.711,-0.0568,-0.26,1.132,-0.1703,0.0249,False,2.4459,1.6976,pct_chg≥2 & rsi6≤60 & range_contract≤1.2,3
129255,95.18,68.138,41.916,-0.0571,-0.26,1.26,-0.1371,-0.0085,False,1.3401,0.8621,vol_ratio≥1 & atr_pct≤2.5 & breadth≥55,3
402541,296.42,72.158,41.868,-0.0578,-0.26,1.286,-0.1774,0.0153,False,1.6531,1.0233,atr_pct≤3.5 & ma20_bias≥0 & breadth≥55,3
96668,71.18,78.278,46.292,-0.0579,-0.26,1.106,-0.2269,0.0316,False,2.4776,1.7431,pct_chg≥2 & pct_chg≤5 & range_contract≤0.8,3
133175,98.07,73.318,40.816,-0.0588,-0.4205,1.378,-0.3891,0.1674,False,2.4029,1.2924,clv≥0.7 & hhv60_pos≥0.95 & breadth≥55,3
94057,69.26,78.192,46.037,-0.0591,-0.26,1.116,-0.256,0.0435,False,2.5047,1.7552,clv≥0.5 & pct_chg≥2 & range_contract≤0.8,3
20986,15.45,70.971,39.903,-0.0592,-0.3985,1.406,-0.2897,0.1084,False,1.8242,1.0634,pct_chg≥2 & atr_pct≤2.5 & hhv60_pos≥0.95,3
91726,67.54,72.095,44.581,-0.0597,-0.26,1.164,-0.2889,0.0574,False,1.9007,1.2346,clv≥0.95 & breadth≥55 & rsi6≤60,3
300412,221.22,77.527,45.786,-0.0611,-0.26,1.127,-0.1645,0.0112,False,2.5256,1.7618,pct_chg≥2 & turnover≥1 & rsi6≤60,3
7855,5.78,66.365,38.689,-0.0618,-0.4404,1.472,-0.3856,0.1583,False,1.7113,0.945,clv≥0.95 & vol_ratio≥1.5 & atr_pct≤2.5,3
418899,308.47,74.022,43.426,-0.0619,-0.26,1.223,-0.2607,0.0554,False,2.0852,1.315,clv≥0.85 & breadth≥55 & turnover≤15,3
395045,290.9,73.993,43.473,-0.0621,-0.26,1.217,-0.2419,0.0463,False,2.0117,1.2864,clv≥0.85 & breadth≥55 & turnover≤8,3
9741,7.17,68.443,39.329,-0.0622,-0.501,1.448,-0.1949,0.0658,False,2.0107,1.1186,vol_ratio≥2.5 & atr_pct≤2.5 & breadth≥45,3
183117,134.84,80.778,46.051,-0.0625,-0.26,1.122,-0.2402,0.0767,False,3.0045,2.2355,pct_chg≥2 & atr_pct≥5 & turnover≤8,3
456647,336.26,73.811,44.786,-0.0628,-0.26,1.153,-0.1761,0.01,False,1.9796,1.2959,clv≥0.7 & breadth≥55 & rsi6≤60,3
414238,305.04,74.001,43.37,-0.063,-0.26,1.225,-0.2588,0.0515,False,2.1131,1.3218,clv≥0.85 & pct_chg≥0 & breadth≥55,3
721129,531.02,74.26,45.001,-0.063,-0.26,1.144,-0.1125,-0.0303,False,1.9733,1.2897,pct_chg≥0 & breadth≥55 & rsi6≤60,3
105779,77.89,74.335,44.203,-0.0632,-0.26,1.181,-0.2026,0.0223,False,2.0258,1.2775,vol_ratio≥1 & breadth≥55 & range_contract≤0.8,3
428945,315.87,71.912,42.791,-0.0633,-0.26,1.235,-0.1834,-0.0005,False,1.6893,1.0618,atr_pct≤3.5 & breadth≥55 & turnover≥1,3
200962,147.98,69.629,41.896,-0.0653,-0.26,1.269,-0.2374,0.033,False,1.5925,0.9813,clv≥0.85 & atr_pct≤3.5 & breadth≥55,3
164077,120.82,74.631,41.544,-0.0677,-0.4058,1.331,-0.3274,0.1257,False,2.4855,1.398,vol_ratio≥1 & hhv60_pos≥0.95 & breadth≥55,3
337555,248.57,77.174,45.479,-0.0679,-0.26,1.133,-0.1592,0.0012,False,2.4454,1.6895,pct_chg≥2 & rsi6≤60,2
33442,24.63,69.368,40.685,-0.0696,-0.5926,1.384,-0.3448,0.1648,False,2.6356,1.4089,vol_ratio≥2.5 & atr_pct≤3.5 & breadth≥45,3
162696,119.81,72.782,41.398,-0.0697,-0.5021,1.344,-0.4096,0.2078,False,2.6882,1.565,clv≥0.7 & vol_ratio≥1.5 & breadth≥45,3
56107,41.32,68.619,40.327,-0.0702,-0.301,1.344,-0.1717,0.01,False,1.5707,0.9368,vol_ratio≥1.5 & atr_pct≤2.5 & breadth≥45,3
510298,375.77,74.857,43.051,-0.0703,-0.3401,1.244,-0.2409,0.047,False,2.3732,1.4532,clv≥0.5 & vol_ratio≥1 & breadth≥55,3
533066,392.54,71.982,42.255,-0.0704,-0.26,1.257,-0.2063,0.0166,False,1.7886,1.1111,clv≥0.7 & atr_pct≤4.5 & breadth≥55,3
208300,153.39,73.834,42.727,-0.0704,-0.4378,1.274,-0.2753,0.0793,False,2.6972,1.6088,pct_chg≥0 & vol_ratio≥1.5 & breadth≥55,3
425906,313.63,73.921,43.345,-0.0707,-0.26,1.217,-0.2733,0.0481,False,2.1109,1.322,clv≥0.85 & pct_chg≥-3 & breadth≥55,3
426372,313.97,73.914,43.339,-0.0713,-0.26,1.217,-0.2742,0.0477,False,2.1116,1.3221,clv≥0.85 & breadth≥55,2
126924,93.46,67.886,42.434,-0.0713,-0.26,1.209,-0.1878,-0.0229,False,1.3474,0.8649,atr_pct≤2.5 & breadth≥55 & turnover≥1,3
110768,81.57,72.228,41.49,-0.0714,-0.373,1.304,-0.3515,0.1272,False,1.9389,1.1983,clv≥0.85 & pct_chg≥2 & atr_pct≤3.5,3
27498,20.25,69.827,39.992,-0.0717,-0.5603,1.415,-0.5534,0.2967,False,2.3935,1.3674,clv≥0.95 & vol_ratio≥1.5 & atr_pct≤4.5,3
720203,530.34,74.37,43.372,-0.0719,-0.26,1.209,-0.2055,0.0163,False,2.0149,1.2903,clv≥0.7 & breadth≥55 & turnover≤8,3
622518,458.41,75.621,43.756,-0.0721,-0.3045,1.203,-0.2477,0.0292,False,2.3077,1.4766,clv≥0.7 & breadth≥55 & turnover≥1,3
397858,292.97,77.405,44.081,-0.0723,-0.26,1.189,-0.1686,-0.008,False,2.3455,1.5784,pct_chg≥2 & pct_chg≤5 & breadth≥55,3
10675,7.86,73.77,45.283,-0.0724,-0.26,1.131,-0.3085,0.0784,False,2.2128,1.3931,vol_ratio≥1.5 & breadth≥55 & range_contract≤0.8,3
32467,23.91,71.112,38.685,-0.0728,-0.5281,1.471,-0.5053,0.1709,False,2.0238,1.1732,clv≥0.95 & atr_pct≤3.5 & ma20_bias≥3,3
537692,395.94,70.362,42.31,-0.073,-0.26,1.234,-0.1664,-0.0155,False,1.5642,0.9828,pct_chg≥0 & atr_pct≤3.5 & breadth≥55,3
355785,261.99,78.922,44.845,-0.0732,-0.3456,1.166,-0.182,-0.0016,False,2.8226,1.9532,pct_chg≥2 & atr_pct≥3.5 & breadth≥55,3
309765,228.1,77.134,45.193,-0.0733,-0.26,1.14,-0.1748,0.0037,False,2.4218,1.6698,clv≥0.5 & pct_chg≥2 & rsi6≤60,3
1113822,820.19,74.755,43.785,-0.0733,-0.26,1.188,-0.1531,-0.019,False,1.9977,1.2862,pct_chg≥0 & breadth≥55 & turnover≤8,3
240193,176.87,74.559,41.344,-0.074,-0.3627,1.32,-0.2885,0.0817,False,2.1819,1.2498,hhv60_pos≥0.95 & breadth≥55 & turnover≤15,3
77529,57.09,78.004,45.656,-0.0741,-0.26,1.119,-0.2705,0.0233,False,2.4749,1.7291,clv≥0.7 & pct_chg≥2 & range_contract≤0.8,3
270044,198.85,76.435,43.384,-0.0741,-0.366,1.225,-0.3118,0.0831,False,2.4741,1.6166,clv≥0.85 & pct_chg≥2 & breadth≥45,3
220957,162.71,72.163,41.664,-0.0742,-0.3374,1.297,-0.3112,0.065,False,2.0365,1.1834,clv≥0.85 & hhv60_pos≥0.85 & breadth≥55,3
744507,548.24,74.373,43.271,-0.0751,-0.26,1.217,-0.2194,0.0166,False,2.1308,1.3298,clv≥0.7 & pct_chg≥0 & breadth≥55,3
455202,335.2,70.042,41.781,-0.0754,-0.26,1.251,-0.1796,-0.0129,False,1.5146,0.9464,atr_pct≤3.5 & hhv60_pos≥0.85 & breadth≥55,3
356487,262.51,69.922,41.758,-0.0756,-0.26,1.258,-0.2112,0.0056,False,1.5804,0.979,clv≥0.7 & atr_pct≤3.5 & breadth≥55,3
769577,566.7,74.374,43.301,-0.0757,-0.26,1.212,-0.2225,0.019,False,2.0935,1.3208,clv≥0.7 & breadth≥55 & turnover≤15,3
80656,59.39,70.545,39.952,-0.0764,-0.5186,1.408,-0.4559,0.2518,False,2.367,1.3408,clv≥0.85 & vol_ratio≥1.5 & atr_pct≤4.5,3
